"No.","Time","Source","Destination","Protocol","Length","Info"
"43","69.869812","198.7.63.141","10.0.2.15","DNS","282","Standard query response 0xe744 AAAA smtp.googlemail.com CNAME googlemail-smtp.l.google.com AAAA 2607:f8b0:4001:c07::10 NS ns3.google.com NS ns2.google.com NS ns1.google.com NS ns4.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"44","69.872591","10.0.2.15","74.125.207.16","TCP","74","42846  >  465 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=4888072 TSecr=0 WS=128"
"45","69.925935","78.46.223.24","10.0.2.15","DNS","270","Standard query response 0xbfa0 A smtp.googlemail.com CNAME googlemail-smtp.l.google.com A 74.125.206.16 NS ns3.google.com NS ns2.google.com NS ns4.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"46","69.926026","10.0.2.15","78.46.223.24","ICMP","298","Destination unreachable (Port unreachable)"
"47","69.932268","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"48","69.932379","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"49","69.932893","10.0.2.15","74.125.207.16","TLSv1.2","236","Client Hello (SNI=smtp.googlemail.com)"
"50","69.935601","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=1 Ack=183 Win=65535 Len=0"
"51","70.086138","74.125.207.16","10.0.2.15","TLSv1.2","2894","Server Hello"
"52","70.086280","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=183 Ack=2841 Win=34080 Len=0"
"53","70.088812","74.125.207.16","10.0.2.15","TLSv1.2","717","Certificate, Server Key Exchange, Server Hello Done"
"54","70.088882","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=183 Ack=3504 Win=36920 Len=0"
"55","70.092562","131.202.240.242","10.0.2.15","UDP","60","62177  >  15685 Len=3"
"56","70.092978","10.0.2.15","74.125.207.16","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"57","70.093207","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=3504 Ack=309 Win=65535 Len=0"
"58","70.117721","10.0.2.15","198.7.63.141","DNS","79","Standard query 0x4921 A clients1.google.com"
"59","70.119018","10.0.2.15","216.58.208.46","TCP","74","53913  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=4888134 TSecr=0 WS=128"
"60","70.119716","10.0.2.15","198.7.63.141","DNS","79","Standard query 0x394c AAAA clients1.google.com"
"61","70.129823","10.0.2.15","198.7.63.141","DNS","79","Standard query 0xe81d A clients1.google.com"
"62","70.143720","74.125.207.16","10.0.2.15","TLSv1.2","300","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"63","70.178402","198.7.63.141","10.0.2.15","DNS","255","Standard query response 0x4921 A clients1.google.com CNAME clients.l.google.com A 216.58.216.238 NS ns2.google.com NS ns4.google.com NS ns3.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"64","70.178807","198.7.63.141","10.0.2.15","DNS","267","Standard query response 0x394c AAAA clients1.google.com CNAME clients.l.google.com AAAA 2607:f8b0:4009:809::200e NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"65","70.181685","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=309 Ack=3750 Win=39760 Len=0"
"66","70.188948","198.7.63.141","10.0.2.15","DNS","255","Standard query response 0xe81d A clients1.google.com CNAME clients.l.google.com A 216.58.216.238 NS ns3.google.com NS ns1.google.com NS ns2.google.com NS ns4.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"67","70.235224","216.58.208.46","10.0.2.15","TCP","60","80  >  53913 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"68","70.235328","10.0.2.15","216.58.208.46","TCP","54","53913  >  80 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"69","70.235685","10.0.2.15","216.58.208.46","OCSP","489","Request"
"70","70.235846","216.58.208.46","10.0.2.15","TCP","60","80  >  53913 [ACK] Seq=1 Ack=436 Win=65535 Len=0"
"71","70.268528","74.125.207.16","10.0.2.15","TLSv1.2","135","Application Data"
"72","70.268576","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=309 Ack=3831 Win=39760 Len=0"
"73","70.705045","216.58.208.46","10.0.2.15","OCSP","833","Response"
"74","70.705121","10.0.2.15","216.58.208.46","TCP","54","53913  >  80 [ACK] Seq=436 Ack=780 Win=30381 Len=0"
"75","70.767914","10.0.2.15","74.125.207.16","TLSv1.2","101","Application Data"
"76","70.768622","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=3831 Ack=356 Win=65535 Len=0"
"77","70.820727","74.125.207.16","10.0.2.15","TLSv1.2","293","Application Data"
"78","70.820752","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=356 Ack=4070 Win=42600 Len=0"
"79","70.832349","10.0.2.15","74.125.207.16","TLSv1.2","136","Application Data"
"80","70.832981","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4070 Ack=438 Win=65535 Len=0"
"81","71.377288","74.125.207.16","10.0.2.15","TLSv1.2","103","Application Data"
"82","71.377724","10.0.2.15","74.125.207.16","TLSv1.2","125","Application Data"
"83","71.377962","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4119 Ack=509 Win=65535 Len=0"
"84","71.429652","74.125.207.16","10.0.2.15","TLSv1.2","124","Application Data"
"85","71.432116","10.0.2.15","74.125.207.16","TLSv1.2","114","Application Data"
"86","71.432393","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4189 Ack=569 Win=65535 Len=0"
"87","71.489506","74.125.207.16","10.0.2.15","TLSv1.2","124","Application Data"
"88","71.503547","10.0.2.15","74.125.207.16","TLSv1.2","89","Application Data"
"89","71.503941","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4259 Ack=604 Win=65535 Len=0"
"90","72.077644","74.125.207.16","10.0.2.15","TLSv1.2","125","Application Data"
"91","72.118429","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=604 Ack=4330 Win=42600 Len=0"
"92","72.149335","10.0.2.15","74.125.207.16","TLSv1.2","445","Application Data"
"93","72.149680","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4330 Ack=995 Win=65535 Len=0"
"94","73.173717","74.125.207.16","10.0.2.15","TLSv1.2","135","Application Data"
"95","73.173767","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=995 Ack=4411 Win=42600 Len=0"
"96","73.207492","10.0.2.15","74.125.207.16","TLSv1.2","89","Application Data"
"97","73.207849","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4411 Ack=1030 Win=65535 Len=0"
"98","73.257698","74.125.207.16","10.0.2.15","TLSv1.2","140","Application Data"
"99","73.257735","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [FIN, ACK] Seq=4497 Ack=1030 Win=65535 Len=0"
"100","73.297663","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [ACK] Seq=1030 Ack=4498 Win=42600 Len=0"
"101","73.366798","10.0.2.15","74.125.207.16","TLSv1.2","85","Encrypted Alert"
"102","73.366844","10.0.2.15","74.125.207.16","TCP","54","42846  >  465 [FIN, ACK] Seq=1061 Ack=4498 Win=42600 Len=0"
"103","73.367643","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4498 Ack=1061 Win=65535 Len=0"
"104","73.367663","74.125.207.16","10.0.2.15","TCP","60","465  >  42846 [ACK] Seq=4498 Ack=1062 Win=65535 Len=0"
"105","80.098468","131.202.240.242","10.0.2.15","UDP","60","62177  >  15685 Len=3"
"106","80.702377","10.0.2.15","216.58.208.46","TCP","54","[TCP Keep-Alive] 53913  >  80 [ACK] Seq=435 Ack=780 Win=30381 Len=0"
"107","80.702812","216.58.208.46","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  53913 [ACK] Seq=780 Ack=436 Win=65535 Len=0"
"108","90.734499","10.0.2.15","216.58.208.46","TCP","54","[TCP Keep-Alive] 53913  >  80 [ACK] Seq=435 Ack=780 Win=30381 Len=0"
"109","90.734758","216.58.208.46","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  53913 [ACK] Seq=780 Ack=436 Win=65535 Len=0"
"110","98.425304","10.0.2.15","74.125.207.16","TCP","74","42848  >  465 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=4895210 TSecr=0 WS=128"
"111","98.475874","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"112","98.476029","10.0.2.15","74.125.207.16","TCP","54","42848  >  465 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"113","98.476531","10.0.2.15","74.125.207.16","TLSv1.2","571","Client Hello (SNI=smtp.googlemail.com)"
"114","98.477266","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"115","98.525315","74.125.207.16","10.0.2.15","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"116","98.525390","10.0.2.15","74.125.207.16","TCP","54","42848  >  465 [ACK] Seq=518 Ack=138 Win=30016 Len=0"
"117","98.530419","10.0.2.15","74.125.207.16","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"118","98.530790","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=138 Ack=569 Win=65535 Len=0"
"119","98.643826","74.125.207.16","10.0.2.15","TLSv1.2","134","Application Data"
"120","98.681707","10.0.2.15","74.125.207.16","TCP","54","42848  >  465 [ACK] Seq=569 Ack=218 Win=30016 Len=0"
"121","98.714149","10.0.2.15","74.125.207.16","TLSv1.2","101","Application Data"
"122","98.714540","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=218 Ack=616 Win=65535 Len=0"
"123","98.774264","74.125.207.16","10.0.2.15","TLSv1.2","293","Application Data"
"124","98.774368","10.0.2.15","74.125.207.16","TCP","54","42848  >  465 [ACK] Seq=616 Ack=457 Win=31088 Len=0"
"125","98.783694","10.0.2.15","74.125.207.16","TLSv1.2","136","Application Data"
"126","98.783926","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=457 Ack=698 Win=65535 Len=0"
"127","99.339066","74.125.207.16","10.0.2.15","TLSv1.2","103","Application Data"
"128","99.340010","10.0.2.15","74.125.207.16","TLSv1.2","125","Application Data"
"129","99.340731","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=506 Ack=769 Win=65535 Len=0"
"130","99.393688","74.125.207.16","10.0.2.15","TLSv1.2","123","Application Data"
"131","99.396184","10.0.2.15","74.125.207.16","TLSv1.2","114","Application Data"
"132","99.396444","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=575 Ack=829 Win=65535 Len=0"
"133","99.446359","74.125.207.16","10.0.2.15","TLSv1.2","123","Application Data"
"134","99.458230","10.0.2.15","74.125.207.16","TLSv1.2","89","Application Data"
"135","99.459590","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=644 Ack=864 Win=65535 Len=0"
"136","99.981259","74.125.207.16","10.0.2.15","TLSv1.2","124","Application Data"
"137","100.002848","10.0.2.15","74.125.207.16","TLSv1.2","442","Application Data"
"138","100.003058","10.0.2.15","74.125.207.16","TLSv1.2","86","Application Data"
"139","100.003212","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=714 Ack=1252 Win=65535 Len=0"
"140","100.003980","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=714 Ack=1284 Win=65535 Len=0"
"141","100.751541","10.0.2.15","216.58.208.46","TCP","54","[TCP Keep-Alive] 53913  >  80 [ACK] Seq=435 Ack=780 Win=30381 Len=0"
"142","100.752432","216.58.208.46","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  53913 [ACK] Seq=780 Ack=436 Win=65535 Len=0"
"143","100.990542","74.125.207.16","10.0.2.15","TLSv1.2","134","Application Data"
"144","100.991691","10.0.2.15","74.125.207.16","TLSv1.2","89","Application Data"
"145","100.992408","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=794 Ack=1319 Win=65535 Len=0"
"146","101.042576","74.125.207.16","10.0.2.15","TLSv1.2","139","Application Data"
"147","101.043536","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [FIN, ACK] Seq=879 Ack=1319 Win=65535 Len=0"
"148","101.085666","10.0.2.15","74.125.207.16","TCP","54","42848  >  465 [ACK] Seq=1319 Ack=880 Win=31088 Len=0"
"149","101.106824","10.0.2.15","74.125.207.16","TLSv1.2","85","Encrypted Alert"
"150","101.107090","10.0.2.15","74.125.207.16","TCP","54","42848  >  465 [FIN, ACK] Seq=1350 Ack=880 Win=31088 Len=0"
"151","101.107294","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=880 Ack=1350 Win=65535 Len=0"
"152","101.107489","74.125.207.16","10.0.2.15","TCP","60","465  >  42848 [ACK] Seq=880 Ack=1351 Win=65535 Len=0"
"153","110.230784","10.0.2.15","74.125.207.16","TCP","74","42849  >  465 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=4898162 TSecr=0 WS=128"
"154","110.305641","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"155","110.305784","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"156","110.307187","10.0.2.15","74.125.207.16","TLSv1.2","571","Client Hello (SNI=smtp.googlemail.com)"
"157","110.307440","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"158","110.356293","74.125.207.16","10.0.2.15","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"159","110.356333","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=518 Ack=138 Win=30016 Len=0"
"160","110.356798","10.0.2.15","74.125.207.16","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"161","110.357412","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=138 Ack=569 Win=65535 Len=0"
"162","110.408621","74.125.207.16","10.0.2.15","TLSv1.2","134","Application Data"
"163","110.445681","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=569 Ack=218 Win=30016 Len=0"
"164","110.484727","10.0.2.15","74.125.207.16","TLSv1.2","101","Application Data"
"165","110.485507","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=218 Ack=616 Win=65535 Len=0"
"166","110.555848","74.125.207.16","10.0.2.15","TLSv1.2","293","Application Data"
"167","110.556156","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=616 Ack=457 Win=31088 Len=0"
"168","110.614356","10.0.2.15","74.125.207.16","TLSv1.2","136","Application Data"
"169","110.614986","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=457 Ack=698 Win=65535 Len=0"
"170","110.767548","10.0.2.15","216.58.208.46","TCP","54","[TCP Keep-Alive] 53913  >  80 [ACK] Seq=435 Ack=780 Win=30381 Len=0"
"171","110.768622","216.58.208.46","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  53913 [ACK] Seq=780 Ack=436 Win=65535 Len=0"
"172","111.177317","74.125.207.16","10.0.2.15","TLSv1.2","103","Application Data"
"173","111.178425","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=698 Ack=506 Win=31088 Len=0"
"174","111.184950","10.0.2.15","74.125.207.16","TLSv1.2","125","Application Data"
"175","111.185423","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=506 Ack=769 Win=65535 Len=0"
"176","111.240762","74.125.207.16","10.0.2.15","TLSv1.2","123","Application Data"
"177","111.241259","10.0.2.15","74.125.207.16","TLSv1.2","114","Application Data"
"178","111.241743","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=575 Ack=829 Win=65535 Len=0"
"179","111.290734","74.125.207.16","10.0.2.15","TLSv1.2","123","Application Data"
"180","111.291923","10.0.2.15","74.125.207.16","TLSv1.2","89","Application Data"
"181","111.292537","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=644 Ack=864 Win=65535 Len=0"
"182","111.809718","74.125.207.16","10.0.2.15","TLSv1.2","124","Application Data"
"183","111.849975","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=864 Ack=714 Win=31088 Len=0"
"184","111.861415","10.0.2.15","74.125.207.16","TLSv1.2","442","Application Data"
"185","111.862968","10.0.2.15","74.125.207.16","TLSv1.2","86","Application Data"
"186","111.863046","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=714 Ack=1252 Win=65535 Len=0"
"187","111.864110","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=714 Ack=1284 Win=65535 Len=0"
"188","112.539425","74.125.207.16","10.0.2.15","TLSv1.2","134","Application Data"
"189","112.539478","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=1284 Ack=794 Win=31088 Len=0"
"190","112.543993","10.0.2.15","74.125.207.16","TLSv1.2","89","Application Data"
"191","112.544336","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=794 Ack=1319 Win=65535 Len=0"
"192","112.604490","74.125.207.16","10.0.2.15","TLSv1.2","139","Application Data"
"193","112.604549","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [FIN, ACK] Seq=879 Ack=1319 Win=65535 Len=0"
"194","112.642451","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [ACK] Seq=1319 Ack=880 Win=31088 Len=0"
"195","112.649060","10.0.2.15","74.125.207.16","TLSv1.2","85","Encrypted Alert"
"196","112.649181","10.0.2.15","74.125.207.16","TCP","54","42849  >  465 [FIN, ACK] Seq=1350 Ack=880 Win=31088 Len=0"
"197","112.649635","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=880 Ack=1350 Win=65535 Len=0"
"198","112.649652","74.125.207.16","10.0.2.15","TCP","60","465  >  42849 [ACK] Seq=880 Ack=1351 Win=65535 Len=0"
"199","120.781745","10.0.2.15","216.58.208.46","TCP","54","[TCP Keep-Alive] 53913  >  80 [ACK] Seq=435 Ack=780 Win=30381 Len=0"
"200","120.782060","216.58.208.46","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  53913 [ACK] Seq=780 Ack=436 Win=65535 Len=0"
"201","122.667150","10.0.2.15","91.190.218.66","TCP","59","42120  >  12350 [PSH, ACK] Seq=1 Ack=1 Win=31088 Len=5"
"202","122.667592","91.190.218.66","10.0.2.15","TCP","60","12350  >  42120 [ACK] Seq=1 Ack=6 Win=65535 Len=0"
"203","122.797832","91.190.218.66","10.0.2.15","TCP","60","12350  >  42120 [PSH, ACK] Seq=1 Ack=6 Win=65535 Len=5"
"204","122.797865","10.0.2.15","91.190.218.66","TCP","54","42120  >  12350 [ACK] Seq=6 Ack=6 Win=31088 Len=0"
"205","130.799014","10.0.2.15","216.58.208.46","TCP","54","[TCP Keep-Alive] 53913  >  80 [ACK] Seq=435 Ack=780 Win=30381 Len=0"
"206","130.803855","216.58.208.46","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  53913 [ACK] Seq=780 Ack=436 Win=65535 Len=0"
"207","135.848595","10.0.2.15","198.7.63.141","DNS","79","Standard query 0x6687 A smtp.googlemail.com"
"208","135.848784","10.0.2.15","78.46.223.24","DNS","79","Standard query 0x6687 A smtp.googlemail.com"
"209","135.849320","10.0.2.15","198.7.63.141","DNS","79","Standard query 0x697b AAAA smtp.googlemail.com"
"210","135.851042","10.0.2.15","74.125.207.16","TCP","74","42850  >  465 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=4904567 TSecr=0 WS=128"
"211","135.908195","198.7.63.141","10.0.2.15","DNS","282","Standard query response 0x697b AAAA smtp.googlemail.com CNAME googlemail-smtp.l.google.com AAAA 2607:f8b0:4001:c07::10 NS ns3.google.com NS ns1.google.com NS ns2.google.com NS ns4.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"212","135.908256","198.7.63.141","10.0.2.15","DNS","270","Standard query response 0x6687 A smtp.googlemail.com CNAME googlemail-smtp.l.google.com A 74.125.207.16 NS ns3.google.com NS ns4.google.com NS ns1.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10"
"213","135.909298","74.125.207.16","10.0.2.15","TCP","60","465  >  42850 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"214","135.909367","10.0.2.15","74.125.207.16","TCP","54","42850  >  465 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"215","135.909781","10.0.2.15","74.125.207.16","TLSv1.2","571","Client Hello (SNI=smtp.googlemail.com)"
"216","135.910025","74.125.207.16","10.0.2.15","TCP","60","465  >  42850 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"217","135.961103","74.125.207.16","10.0.2.15","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"218","135.961236","10.0.2.15","74.125.207.16","TCP","54","42850  >  465 [ACK] Seq=518 Ack=138 Win=30016 Len=0"
"219","135.966274","10.0.2.15","74.125.207.16","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"220","135.966643","74.125.207.16","10.0.2.15","TCP","60","465  >  42850 [ACK] Seq=138 Ack=569 Win=65535 Len=0"
